Код	Артикул	Наименование	Полное наименование	Цена роз.	Цена сайт
Ноутбуки					
86445	9S7-16R831-3458	"Ноутбук MSI Thin 15 B2RVE-3458XKZ 15,6"" FHD 144Hz Core 7 240H 16GB 512GB RTX4050 DOS"	"Ноутбук, MSI, Thin 15 B2RVE-3458XKZ, MS-16R8, 9S7-16R831-3458, 15,6"", FHD 1920x1080, IPS, 144Hz, Intel Core 7 240H, 16GB DDR4, 512GB SSD Gen5, NVIDIA GeForce RTX4050, 6GB GDDR6, DOS, Серый"	629990.0	598490.5
86441	9S7-1587C1-1027	"Ноутбук MSI Katana 15 HX B14WFK-1027XKZ 15,6"" FHD 144Hz i5-14450HX 16GB 1TB RTX5060 DOS"	"Ноутбук, MSI, Katana 15 HX B14WFK-1027XKZ, MS-1587, 9S7-1587C1-1027, 15,6"", FHD 1920x1080, IPS, 144Hz, Intel Core i5-14450HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5060, 8GB GDDR7, DOS, Черный"	919990.0	873990.5
86440	9S7-1587C1-1025	"Ноутбук MSI Katana 15 HX B14WGK-1025XKZ 15,6"" QHD 165Hz i9-14900HX 32GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Katana HX 15 B14WGK-1025XKZ, MS-1587, 9S7-1587C1-1025, 15,6"", QHD 2560x1440, IPS, 165Hz, Intel Core i9-14900HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 8GB GDDR7, DOS, Черный"	1389990.0	1320490.5
86433	9S7-17L791-404	"Ноутбук MSI Katana 17 HX B14WFK-404XKZ 17,3"" FHD 144Hz i5-14450HX 16GB 1TB RTX5060 DOS"	"Ноутбук, MSI, Katana 17 HX B14WFK-404XKZ, MS-17L7, 9S7-17L791-404, 17,3"", FHD 1920x1080, IPS, 144Hz, Intel Core i5-14450HX, 8GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5060, 8GB GDDR7, DOS, Черный"	914990.0	869240.5
86432	9S7-17L791-403	"Ноутбук MSI Katana 17 HX B14WFK-403XKZ 17,3"" FHD 144Hz i7-14650HX 16GB 1TB RTX5060 DOS"	"Ноутбук, MSI, Katana 17 HX B14WFK-403XKZ, MS-17L7, 9S7-17L791-403, 17,3"", FHD 1920x1080, IPS, 144Hz, Intel Core i7-14650HX, 8GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5060, 8GB GDDR7, DOS, Черный"	964990.0	916740.5
86431	9S7-17L791-401	"Ноутбук MSI Katana 17 HX B14WGK-401XKZ 17,3"" QHD 240Hz i7-14650HX 32GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Katana 17 HX B14WGK-401XKZ, MS-17L7, 9S7-17L791-401, 17,3"", QHD 2560x1440, IPS, 240Hz, Intel Core i7-14650HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 8GB GDDR7, DOS, Черный"	1279990.0	1215990.5
86430	9S7-17L791-402	"Ноутбук MSI Katana 17 HX B14WGK-402XKZ 17,3"" QHD 240Hz i9-14900HX 32GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Katana 17 HX B14WGK-402XKZ, MS-17L7, 9S7-17L791-402, 17,3"", QHD 2560x1440, IPS, 240Hz, Intel Core i9-14900HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 8GB GDDR7, DOS, Черный"	1389990.0	1320490.5
86438	9S7-15M352-811	"Ноутбук MSI Vector 16 HX AI A2XWHG-811XKZ 16"" FHD+ 144Hz Ultra 7 255HX 16GB 1TB RTX5070 Ti DOS"	"Ноутбук, MSI, Vector 16 HX AI A2XWHG-811XKZ, MS-15M3, 9S7-15M352-811, 16"", FHD+ 1920x1200, IPS, 144Hz, Intel Core Ultra 7 255HX, 8GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070 Ti, 12GB GDDR7, DOS, Серый"	1334990.0	1268240.5
72029	9S7-15M352-036	"Ноутбук MSI Vector 16 A2XWIG 16"" QHD 240Hz Ultra 9 275HX 32GB 1TB RTX5080 DOS"	"Ноутбук, MSI, Vector 16 A2XWIG, MS-15M3, 9S7-15M352-036, 16"", QHD 2560x1600, IPS, 240Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, DOS, Серый"	1799990.0	1709990.5
86439	9S7-15MM72-074	"Ноутбук MSI Vector 16 HX A8WIG-074XKZ 16"" QHD+ 240Hz Ryzen 9 8940HX 32GB 1TB RTX5080 DOS"	"Ноутбук, MSI, Vector 16 HX A8WIG-074XKZ, MS-15MM, 9S7-15MM72-074, 16"", QHD+ 2560x1600, IPS, 240Hz, Ryzen 9 8940HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, DOS, Серый"	1939990.0	1842990.5
82668	9S7-17S372-087	"Ноутбук MSI Vector 17 HX AI A2XWHG-087XKZ 17"" QHD+ 240Hz Ultra 9 275HX 32GB 1TB RTX5070 Ti DOS"	"Ноутбук, MSI, Vector 17 HX AI A2XWHG-087XKZ, 9S7-17S372-087, 17"", QHD+ 2560x1600, IPS, 240Hz, Ultra 9 275HX, 32GB DDR5, 1TB SSD Gen4, NVIDIA GeForce RTX5070 Ti, 12GB GDDR7, DOS, Серый"	1499990.0	1424990.5
86428	9S7-17S372-249	"Ноутбук MSI Vector 17 HX AI A2XWJG-249XKZ 17"" QHD+ 240Hz Ultra 9 275HX 32GB 1TB RTX5090 DOS"	"Ноутбук, MSI, Vector 17 HX AI A2XWJG-249XKZ, MS-17S3, 9S7-17S372-249, 17"", QHD+ 2560x1600, IPS, 240Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, DOS, Серый"	2489990.0	2365490.5
86427	9S7-1824B4-1029	"Ноутбук MSI Vector 18 HX AI A2XWHG-1029XKZ 18"" QHD+ 240Hz Ultra 9 275HX 32GB 1TB RTX5070 Ti DOS"	"Ноутбук, MSI, Vector 18 HX AI A2XWHG-1029XKZ, MS-1824, 9S7-1824B4-1029, 18"", QHD+ 2560x1600, IPS, 240Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070 Ti, 12GB GDDR7, DOS, Серый"	1819990.0	1728990.5
86426	9S7-1824B4-1028	"Ноутбук MSI Vector 18 HX AI A2XWIG-1028KZ 18"" QHD+ 240Hz Ultra 9 275HX 32GB 2TB RTX5080 Win 11"	"Ноутбук, MSI, Vector 18 HX AI A2XWIG-1028KZ, MS-1824, 9S7-1824B4-1028, 18"", QHD+ 2560x1600, IPS, 240Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, Win 11, Серый"	2274990.0	2161240.5
86425	9S7-1824B4-1027	"Ноутбук MSI Vector 18 HX AI A2XWJG-1027XKZ 18"" QHD+ 240Hz Ultra 9 275HX 32GB 1TB RTX5090 DOS"	"Ноутбук, MSI, Vector 18 HX AI A2XWJG-1027XKZ, MS-1824, 9S7-1824B4-1027, 18"", QHD+ 2560x1600, IPS, 240Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, DOS, Серый"	2569990.0	2441490.5
87586	9S7-265111-056	"Ноутбук MSI Raider 16 Max HX B2WI-056KZ 16"" QHD+ 240Hz Ultra 9 290HX Plus 32GB 2TB RTX5080 Win 11"	"Ноутбук, MSI, Raider 16 Max HX B2WI-056KZ, MS-2651, 9S7-265111-056, 16"", QHD+ 2560x1600, OLED, 240Hz, Intel Core Ultra 9 290HX Plus, 16GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, Win 11, Черный"	2249990.0	2137490.5
87585	9S7-265111-055	"Ноутбук MSI Raider 16 Max HX B2WJ-055KZ 16"" QHD+ 240Hz Ultra 9 290HX Plus 32GB 2TB RTX5090 Win 11"	"Ноутбук, MSI, Raider 16 Max HX B2WJ-055KZ, MS-2651, 9S7-265111-055, 16"", QHD+ 2560x1600, OLED, 240Hz, Intel Core Ultra 9 290HX Plus, 16GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, Win 11, Черный"	2599990.0	2469990.5
87584	9S7-182462-1071	"Ноутбук MSI Raider 18 Max HX A2WI-1071KZ 18"" UHD+ 120Hz Ultra 9 290HX Plus 32GB 2TB RTX5080 Win 11"	"Ноутбук, MSI, Raider 18 Max HX A2WI-1071KZ, MS-1824, 9S7-182462-1071, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 290HX Plus, 16GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, Win 11, Черный"	2349990.0	2232490.5
87583	9S7-182462-1070	"Ноутбук MSI Raider 18 Max HX A2WJ-1070KZ 18"" UHD+ 120Hz Ultra 9 290HX Plus 64GB 2TB RTX5090 Win 11"	"Ноутбук, MSI, Raider 18 Max HX A2WJ-1070KZ, MS-1824, 9S7-182462-1070, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 290HX Plus, 32GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, Win 11, Черный"	2999990.0	2849990.5
86424	9S7-182462-651	"Ноутбук MSI Raider 18 HX AI A2XWJG-651KZ 18"" UHD+ 120Hz Ultra 9 285HX 64GB 2TB RTX5090 Win 11"	"Ноутбук, MSI, Raider 18 HX AI A2XWJG-651KZ, MS-1824, 9S7-182462-651, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 285HX, 32GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, Win 11, Черный"	3349990.0	3182490.5
86437	9S7-15F535-090	"Ноутбук MSI Stealth 16 AI A2HWGG-090XKZ 16"" QHD+ 240Hz Ultra 7 255H 32GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Stealth 16 AI A2HWGG-090XKZ, MS-15F5, 9S7-15F535-090, 16"", QHD+ 2560x1600, OLED, 240Hz, Intel Core Ultra 7 255H, 16GB*2 DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 8GB GDDR7, DOS, Черный"	1399990.0	1329990.5
86423	9S7-183341-080	"Ноутбук MSI Stealth 18 HX AI A2XWIG-080KZ 18"" UHD+ 120Hz Ultra 9 275HX 32GB 2TB RTX5080 Win 11"	"Ноутбук, MSI, Stealth 18 HX AI A2XWIG-080KZ, MS-1833, 9S7-183341-080, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 275HX, 16GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, Win 11, Черный"	2299990.0	2184990.5
86422	9S7-183341-079	"Ноутбук MSI Stealth 18 HX AI A2XWJG-079KZ 18"" UHD+ 120Hz Ultra 9 275HX 64GB 2TB RTX5090 Win 11"	"Ноутбук, MSI, Stealth 18 HX AI A2XWJG-079KZ, MS-1833, 9S7-183341-079, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 275HX, 32GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, Win 11, Черный"	2749990.0	2612490.5
86421	9S7-182421-1026	"Ноутбук MSI Titan 18 HX AI A2XWJG-1026KZ 18"" UHD+ 120Hz Ultra 9 285HX 64GB 2TB RTX5090 Win 11"	"Ноутбук, MSI, Titan 18 HX AI A2XWJG-1026KZ, MS-1824, 9S7-182421-1026, 18"", UHD+ 3840x2400, MiniLED, 120Hz, Intel Core Ultra 9 285HX, 32GB*2 DDR5, 2TB SSD Gen5, NVIDIA GeForce RTX5090, 24GB GDDR7, Win 11, Черный"	3249990.0	3087490.5
86451	9S7-13Q425-043	"Ноутбук MSI Prestige 13 AI+ A3MG-043KZ 13,3"" 2,8K 60Hz Ultra 9 386H 32GB 1TB Win 11"	"Ноутбук, MSI, Prestige 13 AI+ A3MG-043KZ, MS-13Q4, 9S7-13Q425-043, 13,3"", 2.8K 2880x1800, OLED, 60Hz, Intel Core Ultra 9 386H, 32GB DDR5, 1TB SSD Gen5, Intel Arc Graphics, Win 11 Pro, Серый"	1049990.0	997490.5
86450	9S7-14T223-096	"Ноутбук MSI Prestige 14 AI+ D3MG-096KZ 14"" FHD+ 60Hz Ultra 7 355 32GB 1TB Win 11"	"Ноутбук, MSI, Prestige 14 AI+ D3MG-096KZ, MS-14T2, 9S7-14T223-096, 14"", FHD+ 1920x1200, OLED, 60Hz, Intel Core Ultra 7 355, 32GB LPDDR5X, 1TB SSD Gen5, Intel Arc Graphics, Win 11 , Серый"	899990.0	854990.5
86449	9S7-262223-213	"Ноутбук MSI Prestige 16 AI+ C3MG-213KZ 16"" 2,8K 120Hz Ultra 7 355 32GB 1TB Win 11"	"Ноутбук, MSI, Prestige 16 AI+ C3MG-213KZ, MS-2622, 9S7-262223-213, 16"", 2.8K 2880x1800, OLED, 120Hz, Intel Core Ultra 7 355, 32GB LPDDR5X, 1TB SSD Gen5, Intel Graphics, Win 11 , Серый"	999990.0	949990.5
86447	9S7-262233-210	"Ноутбук MSI Prestige 16 Flip AI+ C3MTG-210KZ 16"" 2,8K 120Hz Ultra 9 386H 32GB 2TB Win 11"	"Ноутбук, MSI, Prestige 16 Flip AI+ C3MTG-210KZ, MS-2622, 9S7-262233-210, 16"", 2.8K 2880x1800, OLED, 120Hz, Intel Core Ultra 9 386H, 32GB LPDDR5x, 2TB SSD Gen5, Intel Graphics, Win 11 , Серый"	1199990.0	1139990.5
86222	K15SRA (71005000466)	"Ноутбук Tecno MEGABOOK K15S 15.6"" FHD i5-13420H 8GB 256GB Win 11"	"Ноутбук, Tecno, MEGABOOK K15S, K15SRA (71005000466), 15.6"", FHD, 1920x1080, IPS, i5-13420H, 8GB DDR4, 256GB SSD, UHD Graphics, Win 11 Home, Серый"	299990.0	284990.5
88842	K15SDA (4894947120756)	"Ноутбук Tecno MEGABOOK K15SDA 15.6"" FHD Ryzen 5-7430U 8GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K15S, K15SDA, 15.6"", FHD, 1920x1080, IPS, Ryzen 5-7430U, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Win 11 Home, Серый"	289990.0	275490.5
86221	K15SRA (71005000465)	"Ноутбук Tecno MEGABOOK K15S 15.6"" FHD i5-13420H 8GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K15S, K15SRA (71005000465), 15.6"", FHD, 1920x1080, IPS, i5-13420H, 8GB DDR4, 512GB SSD, UHD Graphics, Win 11 Home, Серый"	329990.0	313490.5
77888	K15SRA (71005000261)	"Ноутбук Tecno MEGABOOK K15S 15.6"" FHD i5-13420H 16GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K15S, K15SRA (71005000261), 15.6"", FHD, 1920x1080, IPS, i5-13420H, 16GB DDR4, 512GB SSD, UHD Graphics, Win 11 Home, Серый"	359990.0	341990.5
77910	K15SRA (71005000260)	"Ноутбук Tecno MEGABOOK K15S 15.6"" FHD i5-13420H 16GB 1TB Win 11"	"Ноутбук, Tecno, MEGABOOK K15S, K15SRA (71005000260), 15.6"", FHD, 1920x1080, IPS, i5-13420H, 16GB DDR4, 1TB SSD, UHD Graphics, Win 11 Home, Серый"	369990.0	351490.5
88844	K16SDA (4894947116995)	"Ноутбук Tecno MEGABOOK K16S 16"" FHD Ryzen 5-7430U 8GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K16S, K16SDA (4894947116995), 16"", FHD, 1920x1200, IPS, Ryzen 5-7430U, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Win 11 Home, Серый"	299990.0	284990.5
88843	K16SAA (4894947120763)	"Ноутбук Tecno MEGABOOK K16S 16"" FHD i3-1315U 8GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K16S, K16SAA (4894947120763), 16"", FHD, 1920x1080, IPS, i3-1315U, 8GB DDR4, 512GB SSD, UHD Graphics, Win 11 Home, Серый"	318990.0	303040.5
76667	K16SAA (71005000396)	"Ноутбук Tecno MEGABOOK K16S 16"" FHD i5-13420H 16GB 512GB Win 11"	"Ноутбук, Tecno, MEGABOOK K16S, K16SAA (71005000396), 16"", FHD, 1920x1080, IPS, i5-13420H, 16GB DDR4, 512GB SSD, UHD Graphics, Win 11 Home, Серый"	369990.0	351490.5
86448	9S7-262223-212	"Ноутбук MSI Prestige 16 AI+ C3MG-212KZ MS-2622 16"" 2,8K 120Hz Ultra X9 388H 32GB 2TB Win 11"	"Ноутбук, MSI, Prestige 16 AI+ C3MG-212KZ, MS-2622, 9S7-262223-212, 16"", 2.8K 2880x1800, OLED, 120Hz, Intel Core Ultra X9 388H, 32GB DDR5, 2TB SSD Gen5, Intel Arc B390, Win 11, Серый"	1149990.0	1092490.5
87587	9S7-265122-057	"Ноутбук MSI Raider 16 HX B2WI-057XKZ MS-2651 16"" QHD+ 240Hz Ultra 7 251HX 16GB 1TB RTX5080 Win 11"	"Ноутбук, MSI, Raider 16 HX B2WI-057XKZ, MS-2651, 9S7-265122-057, 16"", QHD+ 2560x1600, OLED, 240Hz, Intel Core Ultra 7 251HX, 16GB DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5080, 16GB GDDR7, Win 11, Черный"	1779990.0	1690990.5
87588	9S7-265122-058	"Ноутбук MSI Raider 16 HX B2WH-058XKZ MS-2651 16"" QHD+ 240Hz Ultra 7 251HX 16GB 1TB RTX5070 Ti DOS"	"Ноутбук, MSI, Raider 16 HX B2WH-058XKZ, MS-2651, 9S7-265122-058, 16"", QHD+ 2560x1600, OLED, 240Hz, Intel Core Ultra 7 251HX, 16GB DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070 Ti, 12GB GDDR7, DOS, Черный"	1419990.0	1348990.5
89636	9S7-265343-005	"Ноутбук MSI Crosshair 16 HX E14WGK-005XKZ MS-265 16"" QHD+ 240Hz Core i7-14650HX 16GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Crosshair 16 HX E14WGK-005XKZ, MS-2653, 9S7-265343-005, 16"", QHD+ 2560x1600, IPS, 240Hz, Intel Core i7-14650HX, 16GB DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 8GB GDDR7, DOS, Черный"	1179990.0	1120990.5
89637	9S7-265343-006	"Ноутбук MSI Crosshair 16 HX E14WFK-006XKZ MS-2653 16"" QHD 240Hz Core i7-14650HX 16GB 1TB RTX5060 DOS"	"Ноутбук, MSI, Crosshair 16 HX E14WFK-006XKZ, MS-2653, 9S7-265343-006, 16"", QHD+ 2560x1600, IPS, 240Hz, Intel Core i7-14650HX, 16GB DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5060, 8GB GDDR7, DOS, Черный"	1059990.0	1006990.5
89640	9S7-265232-013	"Ноутбук MSI Crosshair 16 Max HX E2WGXK-013XKZ 16"" QHD+ 165Hz Core Ultra 7 251HX 16GB 1TB RTX5070 DOS"	"Ноутбук, MSI, Crosshair 16 Max HX E2WGXK-013XKZ, MS-2652, 9S7-265232-013, 16"", QHD+ 2560x1600, OLED, 165Hz, Intel Core Ultra 7 251HX, 16GB DDR5, 1TB SSD Gen5, NVIDIA GeForce RTX5070, 12GB GDDR7, DOS, Черный"	1299990.0	1234990.5
89641	9S7-15S111-1063	"Ноутбук MSI Modern 15 F1MG-1063XKZ MS-15S1 15,6"" FHD 60Hz Core 5 120U 16GB 512GB DOS"	"Ноутбук, MSI, Modern 15 F1MG-1063XKZ, MS-15S1, 9S7-15S111-1063, 15,6"", FHD 1920x1080, IPS, 60Hz, Intel Core 5 120U, 16GB DDR5, 512GB SSD Gen5, Intel Graphics, DOS, Черный"	409990.0	389490.5
Моноблоки					0.0
79495	23.8&quot; XG Quantum X5	"Моноблок 23.8"" XG Quantum X5"	"Моноблок, XG, Quantum X5, 23,8"", JW H610T, 2*DDR4 2666/3200 SO-DIMM, IPS 1920*1080 Full HD, Веб-камера 1.92 МП, 802.11 b/g/n ac, Intel AC9560/ Realtek 8821CE, USB2.0x1, HDMI output, COM Port, USB3.0*4, LAN, AUDIO IN/OUT, DC IN, Встронный микрофон, Белый"	139100.0	132145.0
67134	23.8&quot; XG Orion FB40	"Моноблок 23.8"" XG Orion FB40"	"Моноблок, XG, Orion FB40, 23,8"", Barebone, ASUS H610T2 DDR5, IPS 1920*1080 Full HD, Веб-камера 5 МП, Bluetooth 5.2, USB2.0x2, USB Type-C, 1*HDMI ,1*Display port, P, 2 x USB 3.2 Gen 2 ports (1 x Type-A + 1 x Type C), 2 x USB 2.0 ports (2 x Type-A) 1*LAN, AUDIO IN/OUT, 1*DC, 1*M.2 SSD, 1*SATA 2.5"" HDD/SSD, 802.11 b/g/n AC, Встроенный микрофон, Регулируемая по высоте ножка, Беспроводной комплект клавиатура+мышь в комплекте, Черный"	189150.0	179692.5
64315	23.8&quot; XG Zeus GL40	"Моноблок 23.8"" XG Zeus GL40"	"Моноблок, XG, Zeus GL40, 23,8"", Barebone, Asus H610T2, IPS 1920*1080 Full HD, Веб-камера 5 МП, USB DVD-RW, Bluetooth 5.2, HDMI*1, Type-C*1, Audio Out*1, Mic*1, DP*1, RJ45x1, VGAx1, DC_INx1, USB2.0 Type-A*1, USB3.0 Type-A*1, USB Type-C, M.2 SSD*1, 2.5"" HDD/SSD*1, 19V6A. WIFI 802.11b/g/n/ac/ax, Встроенный микрофон, Регулируемая по высоте ножка, Темно серый"	200000.0	190000.0
67136	Моноблок 27&quot; XG Excalibur GS70	"Моноблок 27"" XG Excalibur GS70"	"Моноблок, XG, Excalibur GS70, 27"", Barebone, Asus H610T2, IPS 1920*1080 Full HD, Веб-камера 5 МП, Bluetooth 5.1, HDMI*1, Type-C*1, Audio Out*1, Mic*1, DP*1, RJ45x1, DC_INx1, 19V6A. Barebone, WIFI 802.11b/g/n/ac/ax, Встроенный микрофон, Регулируемая по высоте ножка, Беспроводной комплект клавиатура+мышь в комплекте, 608*168*475 мм, Черный"	210000.0	199500.0
64316	Моноблок 27&quot; XG Atlas GL70	"Моноблок 27"" XG Atlas GL70"	"Моноблок, XG, Atlas GL70, 27"", Barebone, Asus H610T2, IPS 1920*1080 Full HD, Веб-камера 5 МП, Встроенный DVD, Bluetooth 5.2, HDMI*1, Type-C*1, Audio Out*1, Mic*1, DP*1, RJ45x1, DC_INx1, USB2.0 Type-A x1, USB3.0 Type-A*1, 19V6A. Barebone, WIFI 802.11b/g/n/ac/ax, Встроенный микрофон, Регулируемая по высоте ножка, Темно серый"	245000.0	232750.0
67135	23.8&quot; XG Crystal Desk GT40	"Моноблок 23.8"" XG Crystal Desk GT40"	"Моноблок, XG, Crystal Desk GT40, 23,8"", Barebone, ASUS H610T2, IPS 1920*1080 Full HD, Веб-камера 5 МП, Bluetooth 5.2, HDMI*1, Type-C*1, Audio Out*1, Mic*1, DP*1, RJ45x1, DC_INx1, 19V6A. WIFI 802.11b/g/n/ac/ax, Сенсорный экран, Встроенный микрофон, Встроенные динамики 3W*2, Регулируемая по высоте ножка, Складное основание подставки, Беспроводной комплект клавиатура+мышь в комплекте, Темно серый"	255000.0	242250.0
79498	27&quot; Philips 27B2A4000E/93 Black	"Моноблок 27"" Philips 27B2A4000E/93 Black"	"Моноблок, Philips, 27B2A4000E/93, 27"", ALL IN ONE, Intel I5-12450H, DDR4 16GB, SSD 512GB M.2 NVME, IPS 1920*1080 Full HD, Веб-камера 5.0 MP + Двойной микрофон, вентилятор 3100 об/мин, 2*USB3.0 Type-A, 2*USB2.0 Type-A, 1*HDMI, 1*DP, 1*RJ45 LAN, 1*DC, 1*USB3.0 Type-A, 1*USB2.0 Type-A, 1*USB3.0 Type-C, Внешний адаптер питания, Huntkey 19V/6.32A 120 Вт, Соотношение сторон 16.9, Черный"	473200.0	449540.0
79544	27&quot; Philips 27B2A4000E/93 White	"Моноблок 27"" Philips 27B2A4000E/93 White"	"Моноблок, Philips, 27B2A4000E/93, 27"", ALL IN ONE, Intel I5-12450H, DDR4 16GB, SSD 512GB M.2 NVME, IPS 1920*1080 Full HD, Веб-камера 5.0 MP + Двойной микрофон, вентилятор 3100 об/мин, 2*USB3.0 Type-A, 2*USB2.0 Type-A, 1*HDMI, 1*DP, 1*RJ45 LAN, 1*DC, 1*USB3.0 Type-A, 1*USB2.0 Type-A, 1*USB3.0 Type-C, Внешний адаптер питания, Huntkey 19V/6.32A 120 Вт, Соотношение сторон 16.9, Белый"	473200.0	449540.0
Мини ПК					0.0
50591	Mini PC MF20	Персональный компьютер Мини ПК X-Game MF20	Персональный компьютер Mini PC, X-Game, MF20, Intel Celeron 5205U, RAM 16 GB, SSD M.2 240 GB, 1хType C 3.1/ 4хType A 3.0, HDMI 2.0(4K@60Hz), DisplayPort(4K@60Hz), 1xDMIC 3.5, 2хRJ45 LAN, DC Jack x 1,5.5mm/2.5mm, 65W, 19V3.42A, 131 x 131 x 45 мм, Черный.	144200.0	136990.0
Мониторы					0.0
54130	T215	Монитор 21.5'' X-game T215	"Монитор, X-game, T215, 21.5"", VA, 1920x1080, 75 Гц, 16:9, 250 кд/м2, 1000:1, 5 мс, 178/178, 16.7 млн., VGA*1, HDMI*1, Аудиовход*1, VESA 75*75 мм, кабель HDMI в комплекте, Чёрный"	40649.0	38616.549999999996
56104	1T238IPS	Монитор 23.8'' X-game 1T238IPS	"Монитор, X-game, 1T238IPS, 23.8"", IPS, 1920x1080, 100 Гц, 16:9, 250 кд/м2, 1000:1, 5 мс, 178/178, 16.7 млн., DP*1, VGA*1, HDMI*1, Аудиовход*1, VESA 75*75 мм, кабель HDMI в комплекте, Чёрный"	45999.0	43699.049999999996
38294	HS230LED	Монитор 23'' X-game HS230LED	"Монитор, X-game, HS230LED, 23"", TN-матрица, VGA, HDMI, LED, 200кд/м2, 1000:1, 5мс, угол обзора(гор/верт)176/170, 1920*1080, 60Гц, HDMI кабель в комплекте, Чёрный"	44506.0	42280.7
47808	OFLED27	Монитор 27'' X-game OFLED27	"Монитор, X-game, OFLED27, 27"", IPS, 1920x1080, 75 Гц, 16:9, 250 кд/м2, 1000:1, 4 мс, 178/178, 16.7 млн., VGA*1, HDMI*1, Аудиовход*1, Динамики 2x2 Вт, VESA 100*100 мм, кабель HDMI в комплекте, Чёрный"	58529.0	55602.549999999996
84770	OFLED27+	Монитор 27'' X-game OFLED27+	"Монитор, X-game, OFLED27+ , 27"", IPS, 1920x1080, 100 Гц, 16:9, 250 кд/м2, 1000:1, 4 мс, 178/178, 16.7 млн., VGA*1, HDMI*1, Аудиовход*1, Динамики 2x2 Вт, VESA 100*100 мм, кабель HDMI в комплекте, Чёрный"	59990.0	56990.5
51282	Crimson X 165HZ	Монитор 27'' XG Crimson X 165HZ	"Монитор, XG, Crimson X 165HZ, 27"", IPS, 1920*1080, 165 Гц, 16:9, 250 кд/м2, 1000:1, 1 мс, 178/178, 16.7 млн., DP*1, HDMI*1, DVI*1, Аудиовыход*1, Динамики 2x2 Вт, VESA 100*100 мм, кабель DP в комплекте, Чёрный"	86890.0	82545.5
60489	Crimson X White 180HZ	Монитор 27'' XG Crimson X White 180HZ	"Монитор, XG, Crimson X White 180HZ, 27"", IPS, 2560x1440, 180 Гц, 16:9, 300 кд/м2, 1000:1, 1 мс, 178/178, 16.7 млн., DP*2, HDMI*2, Аудиовыход*1, Динамики 2x2 Вт, VESA 100*100 мм, Регулировка высоты/наклона/поворота, кабель DP в комплекте, Белый"	99990.0	94990.5
